cleaned_text,label
niggas will call a female a hoe or thot then mins later go to and thirst over a porn star,0
nah bitch u addicted to spazzin fasho fuc molly tht shit happend time and lean scarce so stfu hoe ass go spazz on sum thot,0
rt the nicer you are the easier youre hurt so just be a bitch,0
shut up bitch for i spit on you,1
you a stupid hoe,0
if youre having girl problems i feel bad for you son i got problems but a bitch aint one,0
i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol,0
rt people congratulate on losing weight for my health but in reality i lost all the weight so i could fuck hot bitches,0
that bitch told me to control myself i told her to go find yourself,0
you know why we call life a bitch cuz she dont use no lube or nothin when she stick her big ole cock up your ass and fuck you raw,0
rt if a bitch tell you she got cheated on more than times its somethin wrong with that hoe cuh,0
i might fuck around and fuck yo bitch eat her ass when your steal her so youll be a real ass nigga,0
what up twats i mean twits,0
waco is ghetto hahaha wait til we go pick up nat in austin tomorrow,0
rt idkmadz tbh ive seen you in recess at the monkey bars but i was too busy getting beat up lol we should talk more rate,0
ugly bitches listen yall can not be havin a stank attitude yall dont have nothing working for you but your personally so dont fuck it up,0
ratchet lol ass lol bitch,0
rt pussy is pussy asses thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere,0
bitches be screaming fuck they nigga but get mad when another bitch fuck they nigga,0
watch ima hit that hoe later on this summer finna be the bestmost livestock party of,0
congrats on being a cunt and doing your make up worse than a year old ugly bitch,0
grand opening top class oriental massage perfect,0
hoes twerking heavy to that,0
rt foh rt lmao but im hella skinny so bitches dont like me,0
rt but naawww though yall hoes is fu dont fucking play wme,0
if you body count more then mine you a hoe js,0
which expendable player can we put in with the sole objective of breaking beverleys jaw,0
taria the filterless sisdari the angelic sisim the big bro lol and jigg lil bro,0
i got of rain yesterday including the bird shit in my gauge,0
hey faggot spell faggot right you dipshit,0
rt do loyal bad bitches exist because i want one,0
dont ever really talk about your intentions to your boy that nigga might just turn around and take that pussy,0
i dont fuck with you iffy bitchesniggas yall dont put fear in my heart yall bleed the same i do and breathe the same,0
rt no bitch u were not born with pounds of sephora and mac on ya face thats not ya natural face,0
rt its all fun and games until i have to slap a bitch,0
but when its the same method other colonial states employed france england they dont get to bitch when its their playbook,0
like my rd grade teacher used to say you either eat pussy or you are one whats it gonna be,0
if you get into an argument with someone and say have a nice life amp good luck in ohio thats a fuck you bitch leave,0
also you can only refer to a girl as bitch if she has sucked your d betdat,0
youve been talking trash since we were and,0
rt unlike a lot of these bros i actually care about my girl and i love her its not called being a pussy its called,0
i want you to be pussy whipped im yours,0
alexas phone gave us colors and julia got yellow im dying racistaf,0
rt what gerry sends me that damn jig a boo,0
no ur the blind bitch dude in the video is way skinnier,0
fuck your mother faggot,1
whoooo lemme find out a bitch run u haha,0
nigger,0
rt i make bitches fly like peter pand tho,0
joes parties got hoes but its always hot as hell,0
look at my benz bitch ive been the shit,0
project pay is just a soft ass little bitch,0
his job as us prez to protect us is throw in trashebola er at our cost daniel both money amp lives dog,0
rt launches sacks of burning medical waste into the side of someones house for having a bird feeder on their porch fucking bird,0
rt all bow wow hoes on the stage lol,0
rt hahahaha rt when her pussy better than you expected it to be,0
rt rt fuck the skinny bitches in the club anaconda,0
rt if ya chick always getting into it wit other bitches u gotta tell her that shit aint fly and its costly,0
when bitches u hate wont stop staring at u in the halls,0
who do you think i am bitch,0
thats why im partially glad that i have to say hi ho kermit the frog here to slip into my kermit voice well,0
i went outside and got mad bc this weather is trash,0
sounds like there are some major bitches in your area,0
she the only bitch that stayed loyal she a keeper bro,0
im about to spray perfume on your bitch because if i have to look at trashit might as well smell decent,0
whats the difference between the three of the nig nogs,0
brandy wanna b down ass bitches,0
we gunna laff at chavarubio beaner supporters in a min,0
shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect,0
pinche panamonos negros me dan asco,0
yankees damn you directtv blackout the yankee game with a freaking walk off youre killing me satellite douche,0
rt i hate when old bitches wear clothes these young hoes be wearing like stay yo ass in yo age group,0
what was that knob to get shit back in focus when it started getting fuzzy,0
talked to deigo last night my dawg good like that bitch maegan,0
it doesnt just affect kids it affects the faculty the staff that work at these schools that are queer,0
ltlt closet muzzie,0
rt mcrib buns contain a chemical azodicarbonamide which is also used to make yoga mats amp soles of shoes,0
do it pussy,0
bitches with kids are retarded,0
rt def a whiny bitch rt a girl who cries is a girl who cares or a whiny bitch,0
youre an ugly fucking bitch get off your high horse,0
oh you spelled give wrong psh thought id be a bitch,0
rt when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who sel,0
bitch keep talking,0
fuck your redskins bitch,0
haha a private industry birthday is needed to all who have celebrated our bday the past month i cant wait for ours i see you nigs lol,0
rt great weather to hit up the slopes this weekend amp open saturday cowx skiseason ht,0
rt bitch waaaaaa,0
when did it become cool to ne stupid this teabagger debate is slim on facts at best,0
rt remember that one bitch ass you ate out last week,0
do it i fucking dare you faggot,0
im tough ambitious and i know exactly what i want if that makes me a bitch then okay,0
haha i was about to say damn i just called you a bad bitch i mean mean bitch lmfao,0
spoiled fucking bitches who get whatever they want need to step off and reevaluate their lives,0
pockets hella empty but these bitches steady choosing,0
eff it lets go after the cripple you have to see wendy davis new attack ad video,0
is my main bitch,0
bitch ion got no attitude sorry hoe im shaded rn,0
that dude from chicago w the fuzzy mustache and bangs johnny love hes whack memoriesofidots,0
rt girl ugly denna hoe whats this then,0
rt lance stephenson trash talk didnt affect anybody but lance stephenson,0
id look real retarded trynna hi myself so ill just do it in my head,0
why would you want pussy on your side burns thats a good question hahahahaha,0
fairy tale hat free crochet pattern for child and adult at,0
id like to rape the bitch that posted that,1
shut up with your arsenal already you bitch,0
rt youre a retard,1
follow my nigga cgbugatti niggaz hated nd flagged his possibly fucked ya bitch thats why yall,0
rt rt if you like bmth adtr ptv ymas sws atl omampm aa miw btf wcar mcr afi pe bvb wim bc ss cte nsn gd watic aa bfmv fob f,0
how is this trash,0
what did i prove for you that youre blissfully ignorant group thinker political chump and race traitor,0
rt i have an embarrassment of bitches,0
man bring yo bitch ass here ion give a dam bout yo mf attitude,0
rt called charlie baker to concede around this morning she plans to address supporters at am wcvb,0
all i ask for is love n loyalty nothing else no arguing over other bitchesniggas no he say she say no social media bs just love,0
the bitch who just rolled her eyes at me bc she didnt get tipped doesnt listen when u ask for sweet potato fries instead of regular,0
rt bitch you better play w this d i i i i i i i i i i c k,0
aint this a bitch,0
i got a spanish bitch her name nina paranoid,0
life aint shit but bitches amp money,0
happy first day of college nigger,1
i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe,0
not a cloud in sight too pretty to ho to work iwanttoplay,0
im finna start slapping bitches,0
gucci mane in jail and dropping mixtapes every month and you hoes cant even text back,0
rt is so wise yet so young thank you for listening to me bitch,0
cheeky thoughts as the rooster crows,0
rt maury years old and still exposing hoes,0
rt this bitch got a real life hippo as a pet,0
rt this bitch come up and pull her titty out what do you do the more the merrie,0
i called people kikes and a lot of fucks,0
hell yeaim surrounded by hillbillys an real ass rednecks,0
rt kanye gt tupac are you serious yep bitch keep it moving,0
rt if you dont make her go to sleep after yall fucked then your pipe game trash,0
rt nah bitch you aint just gone go off on me and just want me back minutes later im playing k until further notice,0
dont worry about the bitches i use to fuck wit,0
what kind of sorcery is this rt nope rt eat this pussy while im on my cycle amp call it cherry pie,0
i wonder if twitter didnt allow pictures and avis how many followers yall would really have cus yall bitches dont be talkin bout shit,0
virgin pussy regular pussy oomf pussy,0
rt mary jane my only bitch,0
she was the principle for a ghetto elementary school i doubt it but fingers crossed,0
jets trash,0
come see me anyone named swagner is obviously a pussy,0
for all you psychology bitches on your periods do this to chill tf out,0
rt if youre playing flappy bird national suicide prevention lifeline rt to save lives,0
ugly bitches be like im my own wcw duh bitch you aint nobody elses,0
hey windy does your dildo take out the trash for you buzzzzz,0
rt i completely lost my mind if you find it go ahead and keep it bitch,0
and im out bout these hoes be pimping me man,0
jihadi john beheader of journalist foley and sotloff was arab charity collector via,0
rt sheryl crow be my mom,0
got a new bitch and she got ass lookin at my ex like yeah i know you mad,0
i got to get the trash out and make breakfast for the frau and start laundry so yall be good till i get back cracker out,0
lol cripple wendy davis rt scientists create remotecontrolled chick to study shy penguins,0
lets be serious most fanscallers wanted to run heavily and dink and dunk doesnt work great against a d you cant get extra yrds against,0
rt there no such thing as too much pussy,0
dont be mad cause yo bitch choosin,0
you should check it out it aint animated and has charlie murphy in it,0
monkey mad,0
hell yuhh they hit haha so ma nigga gmula cheweing one takes a chug then sniffey,0
lololol rt freddy still have all the birds doppz still a wet man harry still on parry and we salting,0
rt dumb bitch lol,0
shout out to my momma cuz she didnt raise no hoe,0
rt r u african because ur african bitch,0
i just whooped your ass why you turnin pussy,0
homemade angel food yellow cake with halfinch chocolate frosting devils food to die for pecan pie,0
am i really going to sit here and cry like a bitch,0
i wish i wish i wish i wish i wish i wish a bitch would cept she already did gonna have to handle this,0
you was with the bitch with the fat ass only way to live when u young that shit gonna get old tho and have a lot of dents in it,0
what a trash franchise rt fergie will sing the national anthem at the clippers season opener tomorrow,0
i likes yo page i wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis,0
bitch all these thick bitches with they ass out on tv do what you want,0
im jst fckn w you ive always wanted to jigg hella good too we jst not wild enough to be in the circle cuz,0
im sick and tired of faggot cages trying to see how long before moses kills a royal worldseries barrybonds jokes,0
and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy,0
rt my definition of bad bitch has changed drastically over the years,0
rt if i hit ya nigga bitch im sorry,0
rt if a girl cant make a decision whether to date you or not tell that bitch to kick rocks,0
rt bastino is my niggah,0
rt godiva chocolate dipped oreos,0
youre ugly anyway hoe sit tf down somewhere,0
rt ur fucking white trash,1
yo bitch bitch gone let me fuck tonight thursty thursday at the wesgod cave,0
rt honey pot harf is the state dept version of pussy paltrow,0
looking like a hillbilly and not matching is what i do best goodnight losers,1
i lied the fair isnt the only place reno girls dress up like cowgirl sluts nitc hash tag bitches,0
rt all these hoes always talkin shit about there guy look bitch if your gonna talk shit to me ill be happy to smack you in yo,0
rt these hoes aint loyal,0
rt illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens,0
nowplaying ian hunter once bitten twice shy on thearrow,0
yeah right yeah right this guys a faggot,0
if didnt know i love your coon ass cuz,0
the kikes want to charge you dollaz for the complete version,0
yo nig your a cheeseball,0
what about the doc hes a pussy he aint going anywhere,0
rt because theyre all fucking two years old acting like i wont mind being tagged bitch i will violate you,0
youre such a bitch carlton youre lucky your fathers a judge,0
little bitch,0
rt guns are fucking corny put down your assault rifles and knuckle up i wanna go hand to hand with all the nra pussy ass spoke,0
watching deadly women this malicious bitch left babies out in the sun so they can bake to death wtf,0
all yall bitches dress alike wassup wit that,0
rt pussy,0
your opinion plz when election over will there be any improvement or will bo still be allowed to trash america,0
rt thats my bitch,0
rt allen west amp the slippery slope of obamas constitutional contempt pjnet ccot,0
i guess niccas think if they owe you money for so long youll forget,0
my duck got big as fuck yes duck like the bird,0
rt roll up lets get high lets get high bitch,0
except i used to be super tan and now im yellowpale lol,0
well jennas getting a yellow lab so i know where ill be whenever im home,0
if it continues i turn pussy lol,0
our female guinea pig is pregnant,0
i hate bitch made niggas that think as soon as they get some pussy theyre bad ass youre as a junior and you bang freshman bitchnigga,0
no text back i dont give a fuck ill text another bitch damn someone is hurt lol,0
rt if this nigga kanye took kim k to wendys this means yall regular hoes dont deserve them dates,0
mentions probably look like a septic tank rt go ahead meme me cosbymeme,0
rt youre such a bitch me,0
fuck the girls peep how he change when a nigga squared up against him bitch ass,0
happycolumbusday if is wasnt for americakarlmarx would never have thought of sharing colonialism with injuns,0
ugh your with tebow youre officially a fag now and in followed,0
rt bitches out here not lovin they self enuff for the both of us juheard,0
rt getting the field ready for todays game,0
rt pete carroll prolly got the hoes lined up for his players after the game bruh,0
rt big bitches come to the club dressed well with flats on noheels,0
the bitch got some nerve,0
i wish ppl would learn how tf to stay out my business im a grown ass man i go where i please mind your damn business bitch,0
and you look like hmmm a nigger,0
viva brazil niggah lol,0
rt vibing with my bitches on this feeling good slowjams neveradullmoment withthesebitches,0
so shes retarded,0
rt that hoe over there,0
always tryna degrade girlsampshit when reallypussyampass is almost all yall think about so shuuutt iittt sometimes,0
i can not just sit up and hate on another bitch i got too much shit going on,0
wussup bitch,0
rt happy birthday to my chocolate brotha love u hoe,0
just straight like that no chaser and the bitch was a solid five on her wedding day my nigga,0
rt imma get my crew on dis fuckin fag hunnad real talk nigga turn up,0
if i were to die and be resurrected as an animal id be a howler monkey,0
looks ghetto as fuck,0
rt somebody find this bitch amp fuck her she aint had no good dick fucking with this fat nigga,0
so just chill hoe,0
rt have a great day you lovely fellow apes,0
thats why i dont stunt these hoes on instagram teamrealbooty,0
rt we dont luv deez hoes,0
these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches,0
ummmso the happy fairy apparently took a crap on my twitter and made it allhappy,0
atleast i dont have dick breath you twat licker,0
i dont want a bitch that a nigga already had i want sumn new or a runner its too easy nigga i accept the challenge,0
never tell a bitch that i love her,0
sohello kitty is really a chicken boo bitch,0
your mama raised you as bitch right,0
rt cant give these hoes a inch cuz theyll try to take mile,0
there aint one unpregnant bitch in the world anymore smh,0
i got a uncle through marriage dude got hips like big momma i swear all the lil kids mock his walk and he dont even know it,0
rt if he asks what you about to do after yall get done fucking you a hoe,0
rt stop being a hoe sheesh i want boys,0
rt god by drake is trash thank you,0
rt every week them hoes partying i see them hoes in every city partying for an event,0
pornandroidiphoneipadsexxxx homemade using my submissive bitch outdoor home made amateur,0
rt like these bitches that have green eyed curly haired kids on their ig talking about my future child,0
fucking thirsty bitches,0
really aint nuttin to cut that bitch off,0
swag bitch gratata,0
why you let these hoes tear what we had apart you shud be beware beware,0
cost rt i aint buying no pussy i got too many followers for that u in vegas dont miss opportunities,0
congratulations your just like every other stuck up materialistic american bitch,0
niggers,1
lame mcs still let hoes in stilettos play them those hoes nothin to us we aint pimps but they still cant press this average,0
i like where ur domes at smart,0
i hate when bitches think you expect something in return for buying them a cheap ass gift or food this is my life let me live,0
rt kim kardashian is making million from in app purchases from her game and you all call her dumb bitch shes a damn gen,0
free world bitch,0
ya last nicca couldnt beat it i hit it like a free throw,0
payback is a bitch,0
t up bitch no chaser needed tsu hck,0
youre such a fake bitch i cannot stand you if you read this and wonder if its about you it probably is,0
rt i have no hoes,0
niggas wifing hoes amp ugly bitches i get on facebook just to remind myself im doing fine,0
rt lebron your still a bitch you suck nigger hope you die,1
this is exactly why i dont tell this bitch shit,0
butters get all the hoes,0
i read a black man tweet hot sauce is trash amp watermelon is overrated i cant deal,0
rt ya mom lick ass for christmas gifts bitch lol,0
rt thats my bitch man i swear,0
rt if a tree falls in the woods and nobody is around does it make any noise if nj blows away and only trash live the,0
yaaaas bitch yaaaaaas,0
you are a bitch callemlikeiseeem,0
i need to go to the mexican flea market and grab some fake gucci sandals so i can stunt on you hoes,0
they shot another monkey lmaooooooooooo,1
i see the same hoes,0
my bae said u bitches watch yall mouth lmao,0
rt chicks think that having sex with a guy for months automatically makes him their boyfriend bitch did you ask him,0
rt the mona lisa couldve been a bad bitch,0
country boy hick lyfe white tee rebel flag,0
i only respect bitches that respect theyself truu,0
takin it straight to dirt why finger the pussy when i know i can put my dick in it,0
rt why girls be so embrrased when they pussy fart embrace that shit make the cheeks clap with it we finna beatbox,0
rt where are all the thinkpieces on why kids call themselves trash and garbage these days,0
amber wants a million wiz just like ok bitch i spend that on cars,0
why do i have the worst bm in the world smh this bitch the devil,0
rt youre a bitch thats new information thanks,0
when youre stupid you dont know it life is so easy have you ever seen a depressed retard i envy that,0
lol wyo bitch,0
all i want is bitches big booty bitches,0
you speak colored too i thinks i be in love,0
only the family in my eyes n bitch they rite heree,0
rt lmfaooo like is this bitch alanah serious,0
remember this bro dont show people this,0
so now been trill is trash cus asap said so ok,0
ya girl pussy is trash as fuck,0
you gonna be years old with no bitches watchlol,0
that was my mock done on a simulator check it out pick your team how many rounds and go for it,0
you aint shit pussy lol go get hit you aint been touched in yrs lmfao,0
im rick james bitch,0
rt i have not watched part of the reunion im so over them hoes i dont even care,0
rt ion like bitches that do slick shit just be straight up nd let me know wassup,0
national review calls gay marriage lawlessness oregon tcot gop nom lol teabaggers,0
females get irritated fast fuck them hoes,0
i be waking niccas up lol,0
rt mass gop govelect charlie baker no drivers licenses for illegal aliens gt noamnesty,0
jax a hoe,0
chillin wit my bitch who never hesitates tonight,0
white boy talmbout ight ill see you tomorrow at school nigger,1
late upload bitches,0
rt i havent had cable at my crib in a year i dont give a damn bout a tv show like hoes n hip hop,0
rt esj got some ugly hoes yeah and them leon g students aint making no better of em fugly you aint lyi,0
rt only retards and dads roll lawful good,0
we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem,1
rt the nipples determine whether the titties are trash or not,0
rt lol why you tryna be raw doe bitch,0
rt bitches be acting throwing the pussy like they turning up like they but cant pass algebra,0
rt rihanna really is trash,0
kinda rt u mad friend rt fat fucking funky nasty ass hoes,0
when bae dodges hoes cause he only want you,0
lol stupid ass bitch i dont fuck w you,0
maybe im just some bitter ass nigguh like obito,0
irritating reading ppl bitch abt smthng yet offer shit for evidence to even support their slant simply complaining is the easy part,0
rt her pussy loves it when i speak in tongues,0
rt when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome,0
ima boss ass bitch bitch bitch,0
never bring these hoes to my house cause these bitches talk,0
rt u still in ur feelings and he in some new pussy,0
this guy would so get a show on spike if they could somehow revive the son of a bitch id watch,0
dont judge me monkey,0
so much hoes,0
im just salty bitch,0
rt when the side bitch try to approach you in public,0
rt i got hoes i got hella hoes,0
rt why fab snapped like that konnnichiwa bitch,0
may the bird of paradise fly up your nose may an elephant caress you with his toes may your wife have runners u,0
only bitches talk shit,0
yeswedid start building windturbines so fuckin big they can kill a whole flock of birds in one gogt,0
like bitch youre a man that means you dont show fear or pain you be strong when others cant,0
drop it down for a niggah,0
im such a bitch to austin,0
it gets me mad when a mexicans go against mexico like wtf support your team bitch,0
rt dudes a hoe had me laughin on my only pics,0
pretty bitches with even prettier titties,0
rt fuck them hoes i have bigger problems like do you cook at your house lol,0
rt money over the best pussy,0
the family of ron oneal needs to sue wutang for that trash song they released in his name,0
damn lol censored rt redskins bitch lets fucking go fuck the eagles we bout to burn that bitch down httr,0
lakers really trash,0
rt fellas would you shit on a bitch if she asked you like that biggie skit ill take my dick and go home,0
with putin pushing for land and china completely revamping their armed forces youre a fucking retard stay out my country,0
rt im a faggot,0
rt this bitch is awesome this,0
u a hoe broski u gotta look at dat shit,0
let one of them dingy real nigger dogs catch it miss torah dont want that thot shit,0
this lady is probably like what the fuck does this bitch listen to,0
rt i promise the last thing you wanna do is be a bitch to my sister in front of me dont poke the lion,0
im so high high high that a bitch cant blow my high,0
i dont trust dese hoes nikki told st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,0
bitches always think somebody want them or they little coochie lol chilling dont exist nomore iont want yall hoes,0
gonna have them pussies mix up some concrete today teach them to pose like me i am a badass motherfucker and i will let you be too,0
horny japanese milf showers and toys her soaking wetpussy,0
my ass just wont be on that hoe,0
ik his bitch ass saw me mentioned his tall ass,0
ya kno nigga got two accounts rt when the lil bitch start tweetin shell see these tweets or someone will snitch,0
i like that your room isnt a big sloppy mess like most of these twitter hoes,0
rt but we make it and this bitch sits on the couch and turns on ice age the movie and asks us if were hungry like we arent t,0
rt rt wtf this bitch broke her arm eery time she hit the shit,0
the guinea fowls are not what they seem,0
rt when that one stupid bitch pops up on your timeline,0
lmaoo rt stfuwho are u to prefer what a woman wears on her feet bitch rt i hate bitches that wear wedges,0
rt nah go talk to ur hoes since u dont wanna text back n shit,0
ill show up and chug a beer or,0
rt why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,0
rt reasonsiunfollowedyou you unfollowed me first bitch,0
rt praying todays mampg pictures dont come out yellow,0
rt i think if biggie saw kandi burress today he would change his mind about not fuxing one of those ugly as xscape bitches,0
rt dominique made larry bird do a lmaooo,0
rt this bitch is pregnant dancing her heart out for me and im on instagram im an asshole,0
whats going to be your pick for selectionsunday for watchlikeaking dis make colored folk happy,0
rt cuz soon as u start doing the wackcute shit w a hoe shes your girl really,0
all i remember was the fat bitch stealing the kfc bucket amp hauling ass,0
watch my twitter bitch,0
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,1
got like hoes in my low pro,0
all my hoes got money she in the mall she ballin bitch buy something for me,0
hey pussy you still there,0
segment finally did it never again watching teabagger propaganda in the morning on msnbc again on currenttv for me morningjoe,0
rt its settled the ding dong is far superior than the twinkie,0
cam newton is such a little girl like grow up and quit actin like a bitch,0
you and me having twitter bird shaped pancakes that would just be a start,0
rt i see yall which one of yall side bitches made this,0
rt not every nigga is pressed for pussyspecially yours,0
slut whore hoe,0
rt to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier,0
i love liv when she gets ghetto,0
nba handle your zebras,0
almost got in a fight with a southwest faggot at the carnival lol,0
rt lebron a bitchdrake performed with a torn acl at the mtv awards,0
pimpinkendotnet sell a bitch pussy til its drip drop wet the vet not the pet hey bitch,0
rt derek jeter leaves baseball as one of the greatest yankees ever via,0
i would reply with the red emoji but im not a nigger,0
cuz i was gunna smoke u out today u a bitch tho,0
i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair name the movie,0
cute dumb females trash,0
theyre calling it sandy because the wind is going to make a lot girls clams really sandy,0
fresh out the gym but yet im bout to eat free birds,0
indeed i did nigga is too over used so i use nigger,0
i is colored latino and some jewish when i move in i dont ruin the neighborhood i wipe it out,0
one of the biggest arrests of a loudmouth bitch was reesewitherspoon so why a nigga gotta act like a whitebitch to the police,0
rt sings careless whisper to broken year old flip flop on the way to the trash,0
if shell tell you shes a badd bitch then listen shes bad for your health,0
rt so cute rt shy bunny,0
its degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame,0
u of a hoes w the booties hangin out,0
she be on some real shit n stay on some chill shit besides all my niccas the only one i can chill wit,0
pornandroidiphoneipadsexxxx oldyoung german milf getting young and old cock in her pussy,0
of niggas goofy and act like bitches,0
deal with you bitches when i feel like it,0
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies i hope dat bitch dying slow right now,0
i read that in his voice like a hoe,0
lmao rt tu madre rt nacho doritos trash,0
sexy bitch,0
rt only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the,1
i drowned in ur pussy so i swam ur but easily the most eloquent message sent on xbox live,0
ill pay yall niggas to get lost how much yall hoe niggas gunna cost,0
rt wtf is lolzzz did you laugh yourself to sleep bitch,0
rt charlie baker about to make his final election eve campaign stop here at swampscott high school wcvb wcvbpoli,0
i reblogged them to mock her god bless,0
rt you give these bitches the amex once they gonna act like a chilly snob and try to go get that cardigan,0
yeah these valley faggots can go fuck themselves,0
no one likes i n d i r e c t ass bitches,0
rt started off wit nuttin i was hungry now i got a couple niggas bitches who want me,0
but id rather be a free man in my grave than living as a puppet or a slave but above those shit options bitch would be free alive and rich,0
when they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere,0
rt with ma bitch c,0
if u zoom in you can see his hairy nipples,0
amo los pies fuck yeah,0
bitch yu not safe,0
eating pussy is fun,0
apologizing in advance for my actions im thee biggest bitch when im studying,0
rt steve found out you cant call taiquaniesha a stupid fuckin cunt like you can w becky,0
rt i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit,0
sup pussy,0
yall can have these so called bad bitches im looking for a nerd like rocky balboa had,0
rt hey arlington democrats for you early birds join us tomorrow its the second saturday of april,0
my son is and still has issues tying his shoes because hes barefoot all the time in case you wanted to know my hillbilly status,0
i see thru all you fake bitches amp niggas,0
i know i was playing that hoe start on the tho,0
rt if you fucked a bitch that fucked every nigga in your state,0
yall suck on flappy bird,0
bitches on me bout da lil flexin shit on snapchat bitch please,0
rt i dont stand in line at clubs the security come escort me in yellow diamonds tell a bitch get over here scorpion,0
rt scientists have recently discovered that bitches do in fact be trippin,0
summer hoes turn into winter wifeys,0
rt i dont send nudes a bitch wit trash nudes,0
rt let the dem concerntrolling commence in earnest wagons ho,0
wib plays next fri at the silverdome ballroom in neillsvillewi with charlie parr amp hobo nephews of uncle frank tickets,0
thats okay minivan you can run that red light im sure your nail appointment is more important than my life bitch,0
rt kicked the soul outta dis bitch,0
rt these hoes dont give a fuck if you got a girl or not,0
my pussy taste like pepsi cola,0
just read this instagram profile luv my grls princesses by birth bitches by choice yeaaah youre cool tryhard loser,0
thats the only thing a nigga ask forrt its some choosable bitches in here tonite,0
i know how you feeli never thought id see the sox win in my lifetime hope you can use ants yankees hook up to see a game,0
i got money and hoes money and hoes,0
rt happy halloween bitches katiedodds halloween cle,0
rt juan likes black girls monday wednesday spanish girls thursday amp friday amp white bitches on the weekend tbb,0
chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,0
i like weed brownies and cookies im straight but seein crooked got muh trippy kit hope i trip and fal into some pussy tunchei,0
bitch we coulda been at the stores looking,0
what these bitches want from a nigga like on some dmx shit,1
rt when you sit down and realize you really dont got bitches,0
lmao wallah youre nasty bitch,0
rt yall claim you want a good amp loyal girl but keep messing with hoes like im confused,0
rt female ig models in person be so trash,0
shit is fucking retarded no one wants to see this shit,0
clan of retards,1
hell yeah im being a pussy cat today dont forget a sexy one,0
person my new years resolution is to not be a jackass to everyone me yeah and im going to buy a ps im not retarded,0
fly nicca no parachute,0
no lie tho im weak for a pretty bitch have me doing all type of shit that aint really me,0
rt when you start liking a hoe you dont really like because she gives you the pussy on a consistent basis,0
i keep running under trees or when birds fly to avoid their erm being targeted by their lack of a digestive system,0
hoes in my iphone,0
lmfaoooo if that bitch didnt change his so much i could find more,0
i slept good thenna bitch tho,0
rt i make the pussy cringe,0
so sterling bitch gotta he a hoe aye she paid and youremad dont blame the bitch she half black,0
rt main bitches saying i hate a send me a pic ass nigga be answering every single one of dj ricearonis request,0
doesnt it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good,0
rt a bitch that dont like you always gone think you ugly,0
youre a bitch,0
rt commie amp mints rt fkkk this faggot commie,0
rt with me bitch,0
u really got these coons out here dreaming,0
blood this nigga dion retarded,0
rt eli manning is fucking trash rap,0
ive got the best friends a functioning retard could have,0
i like bad bitches thats my fucking problem,0
your mind is free and your soul satan will present to u in his kingdom the things that mock u stay strong in yahshua,0
im always a call away if ya need me nigs,0
rt if my girl get in a fight with your girl you better be ready to fade too cuz ima knock you out then go help my bitch stomp,0
i guess a niggah just believe in ya thats proof for ya can name a lot of things any other man wont do for ya,0
punk ass cop jus bulldogged that bitch,0
where ya titties lil bitch,0
well im sure im not fully retarded imustbestupid,0
you teabagger dunces want to eliminate education all together so you can groom more teabag voters lolthedumbestteabagger,0
hoes respect niggas who get strait to the point i wont lead a bitch on if all i wont is crash den it will be adressed clearlyturn up,0
rt bitch we them boys,0
rt plz dont tell nobody bitch i know you got a manlol i aint gon tell nobody,0
these hoes dont want no help but they want all the help,0
polite yet militant birds notfeeding stencil army typeface font ateam,0
feels like a video a band would pussy out on releasing thank god spiritualized is still around to make up for it all,0
grandmas homemade potato soup an old fashioned simple chunky potato soup like grandma made wit,0
nigga you a pussy hope you got lives,0
tilt my chin back slit my throat take a bath in my blood get to know me,0
ima just block you hoes outor block em either one lol,0
liking all my pictures to get a follow ass bitches,0
rt all deze hoes got past demons in em yolo nigga lol hahahahaha,1
these hoes aint loyal,0
rt bitch no im talking to her,0
rt mariners said moms and over get free ball caps on mothers day basically all you young hoes with kids dont get one lol,0
cair publishes a hit list for jihadis via if you are a red blooded american you may be on the list,0
rt this is crazy no rb picked yet a rb won roy yrs ago rb was mvp ppl get how important our position is this is insane ho,0
